gene	sample1	sample2	sample1_rpkm	sample2_rpkm	sp1_rpkm/sp2_rpkm	log2(sp1_rpkm/sp2_rpkm)
kcnj12a	20	38	0.123453421887	0.23444796946	0.526570659459	-0.9253009582981654
LOC567521	10	19	0.0899975002383	0.170912485574	0.526570659459	-0.9253009582981657
myadml2	30	57	2.05869281795	3.9096231075	0.526570659459	-0.9253009582981654
pimr123.2	10	19	0.165973542865	0.315197096313	0.526570659459	-0.9253009582981657
si.ch73.334d15.4	10	19	0.255211777907	0.484667676261	0.526570659459	-0.9253009582981654
si.dkey.85k15.4	50	95	0.746658502424	1.41796450108	0.526570659459	-0.9253009582981654
lonrf1l	1519	2885	12.1557029028	23.0758582808	0.526771431634	-0.9247509887727038
pdk2a	79	150	1.02699195661	1.9490408989	0.526921706565	-0.9243394820607204
zgc.110340.2	107	203	15.9673957769	30.2786210645	0.527348842699	-0.9231704705259716
LOC110437979	204	387	4.41018276333	8.36232664303	0.527387048078	-0.923065953914857
calcoco2	58	110	0.823528947527	1.56110927351	0.527528060658	-0.9226802581390297
hepacam2	57	108	0.358671568634	0.679259301972	0.528033355735	-0.9212990277406692
LOC110440201	19	36	0.180635483255	0.34209104651	0.528033355735	-0.9212990277406692
si.ch211.133j6.3	19	36	0.894807331267	1.69460380021	0.528033355735	-0.9212990277406692
si.ch211.245j22.3	19	36	0.496873194727	0.940988271537	0.528033355735	-0.9212990277406692
si.dkey.30e9.6	19	36	0.246316867712	0.466479749882	0.528033355735	-0.9212990277406692
igsf5a	111	210	0.650111833926	1.22934599298	0.528827390856	-0.9191311910579589
moto	37	70	0.439309133336	0.83072310726	0.528827390856	-0.9191311910579589
LOC110440070	175	331	6.57766587511	12.4351634047	0.528956931329	-0.918777834716831
fhl2a	82	155	0.526939054838	0.995561231881	0.529288443507	-0.9178739403980961
adra2a.2	18	34	0.896553905354	1.69267102914	0.529668133926	-0.9168393795499694
LOC108183559	18	34	1.19858025417	2.26288911377	0.529668133926	-0.9168393795499691
lta	9	17	0.198678661151	0.375100272087	0.529668133926	-0.9168393795499694
rce1b	108	204	0.643974977802	1.21580842145	0.529668133926	-0.9168393795499694
scara3	36	68	0.320975969909	0.60599448853	0.529668133926	-0.9168393795499694
si.ch211.136a13.1	36	68	0.265541391082	0.501335409993	0.529668133926	-0.9168393795499694
si.ch211.196f2.7	36	68	0.610712257622	1.15300924958	0.529668133926	-0.9168393795499694
si.ch211.220f12.4	18	34	0.169818915841	0.320613805068	0.529668133926	-0.9168393795499694
trim35.1	18	34	0.271737534541	0.513033571658	0.529668133926	-0.9168393795499694
slco1f1	80	151	0.899383090573	1.69676392049	0.530057882369	-0.915778184179659
tomm34	1441	2718	26.3375267747	49.6535385917	0.530425978121	-0.9147766603345859
casp7	35	66	0.374742954405	0.706316106919	0.530559831121	-0.9144126421554293
slc25a24l	26	49	0.266723546979	0.502427997825	0.530869195454	-0.9135716657160581
col1a2	34	64	0.263734629978	0.496201369442	0.531507259391	-0.911838698491603
cyp2p9	51	96	2.16648204372	4.07610997863	0.531507259391	-0.9118386984916027
LOC101885382	34	64	0.194055850675	0.365104798187	0.531507259391	-0.911838698491603
rusc1	17	32	0.0808898545621	0.152189557401	0.531507259391	-0.9118386984916027
bgna	59	111	0.400672121535	0.753442016183	0.531788927255	-0.9110743567302069
slco1c1	384	722	0.817417349838	1.5361710176	0.532113508505	-0.9101940659079572
tbcb	2659	4999	36.5604775528	68.7015288565	0.532163958522	-0.9100572895677975
mfng	25	47	0.129290570978	0.242948624845	0.532172474985	-0.910034201644855
tfcp2l1	58	109	0.461807414255	0.867459381144	0.532367767636	-0.9095048693912966
sb.cb1058	306	575	6.4747612183	12.160737599	0.532431619842	-0.9093318428810281
si.ch211.151m7.3	33	62	2.21801614059	4.16516484645	0.532515812065	-0.9091037307703639
tbx4	107	201	0.680555388715	1.27780769569	0.532596094865	-0.9088862445197241
kank1b	41	77	0.420430479094	0.789206772818	0.532725381452	-0.90853607581876
LOC792450	41	77	0.415138307608	0.779272627252	0.532725381452	-0.90853607581876
tm4sf4	57	107	0.85852046142	1.61082853697	0.53296824691	-0.9078785119783477
lpar3	146	274	1.12907233547	2.11791836378	0.533104747934	-0.9075090638224519
LOC108179119	8	15	0.189418318147	0.354987442801	0.533591601585	-0.9061921353504608
lrtm2a	8	15	0.0352761286075	0.0661107268231	0.533591601585	-0.9061921353504608
nitr12	16	30	0.428475903574	0.803003462388	0.533591601585	-0.9061921353504608
paqr4b	8	15	0.0950307648414	0.178096440347	0.533591601585	-0.9061921353504608
ppp1r32	8	15	0.093815746097	0.175819382873	0.533591601585	-0.9061921353504608
si.dkey.208k4.2	8	15	0.41310490051	0.774196781365	0.533591601585	-0.9061921353504605
cd74a	71	133	0.775933548008	1.4528057968	0.534093097451	-0.9048368557384497
qdprb2.2	47	88	1.70234183222	3.18582068741	0.534349544201	-0.9041443067016023
zgc.194665	38	71	1.46377189043	2.73361845347	0.535470445252	-0.9011211458030388
hbae3	30	56	3.85367605205	7.19004682895	0.535973706949	-0.8997658661910278
LOC110439352	150	280	6.53061455419	12.1845800821	0.535973706949	-0.8997658661910278
si.ch211.213a13.1	127	237	1.15968987926	2.16309819347	0.536124473111	-0.8993601018680354
si.dkey.258f14.3	840	1567	2.73375877098	5.09729351823	0.536315745052	-0.8988454865483996
zgc.165453	240	447	2.24217360758	4.17402705911	0.537172753273	-0.8965419653167414
LOC101886663	29	54	0.165248611071	0.307555375665	0.537297098818	-0.8962080467778385
LOC110439436	29	54	1.19317090674	2.22069113972	0.537297098818	-0.8962080467778385
nrg2a	391	728	0.321340394264	0.598011707792	0.537347998505	-0.8960713826332865
bnipl	543	1011	3.52277448852	6.55580324788	0.537352076522	-0.8960604338405955
si.dkey.264d12.5	173	322	1.29236070662	2.40427010385	0.537527253926	-0.8955901902198345
LOC110439187	36	67	2.47834580702	4.61024439407	0.537573628462	-0.8954657287574023
zmp.0000001174	72	134	1.17849523141	2.1922489665	0.537573628462	-0.8954657287574023
psme2	57	106	0.684718403466	1.2727196601	0.537996249239	-0.8943319801403997
LOC100329833	1398	2599	23.4934316852	43.6551323687	0.538159671279	-0.8938938128387065
slc35b1	1351	2511	10.5541356211	19.6066671782	0.538293200225	-0.8935358936877574
ptges3a	1068	1985	20.0587471329	37.2634279758	0.538295809659	-0.8935289000847084
b3gat2	302	561	0.77669590708	1.44210431853	0.538585105878	-0.8927537610256562
crp2	56	104	2.16991809024	4.02789736061	0.538722290061	-0.8923863358254304
cx52.6	7	13	0.263369873259	0.488878737927	0.538722290061	-0.8923863358254304
exo5	336	624	5.68267732829	10.5484354985	0.538722290061	-0.89238633582543
il13ra2	14	26	0.148470495387	0.275597461116	0.538722290061	-0.8923863358254304
il1b	49	91	1.0359338402	1.92294593951	0.538722290061	-0.8923863358254304
inpp5d.2	7	13	0.0194915450156	0.0361810628132	0.538722290061	-0.8923863358254304
inpp5d	7	13	0.0203595025579	0.0377922037634	0.538722290061	-0.89238633582543
LOC100148951	7	13	0.220883732597	0.410014095707	0.538722290061	-0.8923863358254304
LOC100333168	21	39	1.22578900266	2.27536343915	0.538722290061	-0.8923863358254304
LOC110438508	14	26	2.01522058046	3.7407410416	0.538722290061	-0.8923863358254304
mxra5a	21	39	0.308723442129	0.573066026456	0.538722290061	-0.8923863358254304
si.ch211.132b12.3	7	13	0.0524509466146	0.0973617531374	0.538722290061	-0.89238633582543
si.ch211.282j17.10	14	26	0.560528481921	1.04047761205	0.538722290061	-0.8923863358254304
si.ch211.57b15.2	28	52	0.5040463156	0.935632931658	0.538722290061	-0.8923863358254304
vat1l	7	13	0.224175591503	0.416124588936	0.538722290061	-0.8923863358254304
vmo1a	56	104	0.918506381671	1.70497192824	0.538722290061	-0.8923863358254304
znf831	14	26	0.121820183177	0.226127979896	0.538722290061	-0.8923863358254304
aldocb	227	421	1.12056161627	2.07721630645	0.539453504571	-0.8904294755174231
ifih1	665	1232	1.43660076924	2.66020373987	0.54003411382	-0.8888775500482915
LOC101883933	27	50	4.24387585293	7.85522544102	0.540261496604	-0.8882702273531983
tmem235	54	100	0.694789015696	1.28602356463	0.540261496604	-0.8882702273531986
ftr64	47	87	0.802386293181	1.48454934739	0.540491492984	-0.8876561839130329
si.ch211.40k21.9	395	731	9.45672762213	17.4924605956	0.540617345997	-0.8873202926299144
LOC101882679	205	379	2.71926573978	5.02489212193	0.541159028652	-0.8858754784075877
pik3r3a	2215	4095	10.6800120366	19.735205827	0.54116547505	-0.8858582928279325
LOC100535468	132	244	3.04301616714	5.62224668898	0.541245579476	-0.8856447579463753
si.dkey.9i23.16	33	61	0.95588679427	1.76608702319	0.541245579476	-0.8856447579463753
LOC108190403.2	236	436	0.618222109435	1.14158633476	0.54154652225	-0.8848428151570273
LOC100149425	85	157	0.668821199004	1.23475416361	0.541663449061	-0.8845313524958676
hyal1	274	506	2.32318241363	4.28818001016	0.541764200226	-0.8842630314757255
hspb6	13	24	0.814106446577	1.50223828417	0.541928970359	-0.8838243223220063
si.ch211.171h4.6	13	24	0.159670424159	0.294633490535	0.541928970359	-0.8838243223220063
si.ch211.66e2.3	13	24	0.255819424997	0.472053422107	0.541928970359	-0.8838243223220059
urad	13	24	1.04571320036	1.92961302598	0.541928970359	-0.8838243223220063
si.dkey.121n8.7	187	345	0.721345831388	1.33018105282	0.542291464654	-0.8828596315198369
zgc.153896	135	249	2.77606916695	5.11782702944	0.54243122149	-0.8824878747591923
cacybp	741	1366	19.0079416826	35.0233210112	0.542722424196	-0.8817135757261991
cplx2l	19	35	0.180909901004	0.333093779145	0.543120023042	-0.8806570432433232
LOC103908992	19	35	1.15943797812	2.13477303162	0.543120023042	-0.8806570432433232
klf1	44	81	0.579812541702	1.06686554623	0.54347292754	-0.8797199239892698
tc2n	75	138	0.824138844501	1.51568150061	0.543741441832	-0.8790073060242305
si.ch211.11n16.3	162	298	10.7113561088	19.6940687703	0.543887412689	-0.878620057319479
btk	37	68	0.146567492962	0.269236905591	0.544381137646	-0.8773110153633317
nkpd1	49	90	1.10455106744	2.02778530566	0.544708093284	-0.8764447919564087
dhrs13a.2	525	964	9.10753736554	16.7150790455	0.54486953611	-0.8760172634184189
tmc1	170	312	0.911517420785	1.67209284457	0.545135650657	-0.8753128224664888
LOC108183801	121	222	10.7762228832	19.761682248	0.545308984728	-0.8748541688174537
slc6a15	121	222	0.603122819593	1.10602032331	0.545308984728	-0.8748541688174537
abhd2b	12	22	0.0963882022096	0.176626172302	0.545718683439	-0.8737706576580833
cdhr5a	6	11	0.03590590911	0.0657956383017	0.545718683439	-0.8737706576580835
defbl1	12	22	1.74570779766	3.19891521151	0.545718683439	-0.8737706576580833
dnai1.1	6	11	0.701812543849	1.28603356481	0.545718683439	-0.8737706576580835
LOC100007471	12	22	0.655432775156	1.20104514477	0.545718683439	-0.8737706576580833
LOC100330563	6	11	0.226709603464	0.415433098305	0.545718683439	-0.8737706576580833
LOC100331067	24	44	0.76307836093	1.39829986417	0.545718683439	-0.8737706576580835
LOC100332207	6	11	0.536901208441	0.983842453511	0.545718683439	-0.8737706576580833
LOC101884288	6	11	0.215401176943	0.394711017745	0.545718683439	-0.8737706576580833
LOC101886149	6	11	0.214632801757	0.393303011736	0.545718683439	-0.8737706576580835
LOC103909050	6	11	0.304292289747	0.55759917881	0.545718683439	-0.8737706576580833
lrrc3cb	6	11	0.285882461638	0.523864163558	0.545718683439	-0.8737706576580835
pik3ap1	30	55	0.177719543831	0.325661461159	0.545718683439	-0.8737706576580833
si.ch211.191a16.5	12	22	0.121128832558	0.221962040579	0.545718683439	-0.8737706576580835
si.dkey.103e21.5	6	11	0.151813445145	0.278189935131	0.545718683439	-0.8737706576580835
si.dkey.78a14.5	12	22	0.314251717058	0.575849291209	0.545718683439	-0.8737706576580833
tbpl2	24	44	0.381862039936	0.699741554623	0.545718683439	-0.8737706576580835
zgc.153733	18	33	0.406423415516	0.744748948222	0.545718683439	-0.8737706576580833
zgc.171534	6	11	0.134405201994	0.246290270194	0.545718683439	-0.8737706576580835
LOC101883368	53	97	2.65303046942	4.85319615617	0.546656344407	-0.8712939273658706
bin2a	141	258	1.48172955761	2.70993753352	0.546776277787	-0.8709774427664025
f2r	41	75	3.38862346035	6.19570116515	0.546931391624	-0.8705682256197391
ntn5	41	75	0.289177788617	0.528727721695	0.546931391624	-0.8705682256197395
si.dkey.154b15.1	486	889	13.0942155548	23.9405828914	0.546946397012	-0.8705286449659313
theg	87	159	0.767278289467	1.40158849529	0.547434779928	-0.8692409991775695
LOC108181086	52	95	0.911328759025	1.66412168466	0.547633485837	-0.868717429931798
LOC110438296	202	369	3.06828314889	5.60222018714	0.547690566667	-0.8685670630505433
igfals	23	42	1.38111852442	2.5208218074	0.54788423377	-0.8680570064636897
si.ch211.114c12.5	34	62	0.500082325662	0.911473445424	0.548652654855	-0.8660350088784781
ccdc151	62	113	0.649091937479	1.18244979735	0.548938262692	-0.8652841917702546
gdnfb	45	82	0.678118812405	1.23508507565	0.549046236387	-0.8650004480303513
ano3	523	953	0.846575981973	1.54186694257	0.549059039144	-0.8649668074049428
asah2	309	563	1.88744997022	3.43728154844	0.549111250743	-0.8648296239177973
nudt19	83	151	3.54285221838	6.44231023158	0.549935052958	-0.8626668477200965
LOC100149190	22	40	0.27968898595	0.508279293242	0.550266339134	-0.8617980159920073
LOC100333051	22	40	0.404162198554	0.734484684617	0.550266339134	-0.8617980159920073
LOC110438504	11	20	1.16606063487	2.11908407246	0.550266339134	-0.8617980159920073
LOC110439954	33	60	2.86766038281	5.21140433071	0.550266339134	-0.8617980159920073
mdh1b	33	60	0.737033425782	1.33941215983	0.550266339134	-0.8617980159920076
si.dkey.31e10.6p	77	140	1.01609617389	1.84655338992	0.550266339134	-0.8617980159920076
tas1r1	110	200	1.08096951779	1.96444783355	0.550266339134	-0.8617980159920073
tp53i3	22	40	0.401124858395	0.728964920926	0.550266339134	-0.8617980159920073
si.ch211.210b2.2	236	429	4.60554618163	8.36789405938	0.55038294569	-0.8614923278796467
smarca1	437	794	1.84346671629	3.3478354889	0.550644355854	-0.8608072673843017
LOC100001178	98	178	2.33322863976	4.23585385557	0.550828408939	-0.8603251265931318
si.ch211.39k3.2	27	49	1.75970068945	3.19198515256	0.551287241433	-0.8591238816936819
steap4	54	98	0.565338139094	1.02548743487	0.551287241433	-0.8591238816936819
tdh2	27	49	0.362268235773	0.657131543316	0.551287241433	-0.8591238816936819
si.ch211.134a4.1	43	78	0.663466852152	1.20291549548	0.551549011253	-0.8584390039020927
si.dkeyp.53d3.5	129	234	4.42014009678	8.01404772123	0.551549011253	-0.8584390039020927
LOC110437721	536	972	3.24411928288	5.88014495323	0.551707365836	-0.8580248528899506
tusc2a	214	388	3.42376833506	6.20457538791	0.551813479732	-0.8577473955279231
cldnd	16	29	3.19197500049	5.78265442081	0.551991311984	-0.8572825348695142
lhfpl5b	16	29	0.724924442883	1.31328958834	0.551991311984	-0.8572825348695142
si.dkey.93h22.7	16	29	0.213345372784	0.386501323756	0.551991311984	-0.8572825348695142
grin1a	85	154	0.371854783078	0.673387281902	0.552215334432	-0.856697144299142
si.dkey.46g23.5	122	221	1.21251815471	2.19538370016	0.552303524265	-0.8564667615704874
mrpl49	37	67	1.79304362443	3.24529123745	0.552506229253	-0.855937364570765
LOC103911305	200	362	2.40175350309	4.34506972766	0.552753730923	-0.8552912370504229
grap2a	21	38	0.135074756686	0.244302683989	0.552899192431	-0.8549116304067675
LOC570014	21	38	0.229518147196	0.415117530172	0.552899192431	-0.8549116304067672
sat1b	42	76	1.38546414906	2.50581691568	0.552899192431	-0.8549116304067675
syt15	21	38	0.181836188111	0.32887765184	0.552899192431	-0.8549116304067672
cd40lg	141	255	2.29614343268	4.15058988957	0.553208939878	-0.8541036242020066
LOC571651	73	132	0.997256652309	1.8023857935	0.553298109598	-0.8538711002203785
styxl1	52	94	1.67636835377	3.0288914283	0.553459373984	-0.8534506732784874
zgc.112320	26	47	0.777682912976	1.40513098076	0.553459373984	-0.8534506732784874
LOC108190499	57	103	1.13653815591	2.05275033655	0.553666042906	-0.852912052760419
cldn34a	124	224	2.02918906825	3.66385763129	0.553839497181	-0.8524601514126711
si.ch211.149k23.9	160	289	1.35089197933	2.43886760878	0.553901316524	-0.8522991273552589
si.dkey.182g1.10	98	177	1.20307994336	2.17185796495	0.553940433848	-0.8521972457097314
LOC110437749	67	121	0.588168197676	1.06170007633	0.553987148339	-0.8520755865587645
junbb	139	251	12.6718989357	22.8712743941	0.554053032522	-0.8519040209692068
zgc.162144	139	251	3.13191031214	5.6527265953	0.554053032522	-0.8519040209692068
LOC108190403.3	235	424	0.631663059685	1.13912980835	0.554513677944	-0.8507050477401419
prss60.2	61	110	1.30578214541	2.35354940138	0.55481399483	-0.8499239157037156
LOC101887065	66	119	2.4458832829	4.40786715398	0.554890426018	-0.8497251836914324
plpp7	172	310	2.5851871869	4.65709378814	0.555107391971	-0.8491611903140819
si.ch211.154a22.8	91	164	11.1559786412	20.0955488593	0.555146750124	-0.8490589041613296
itih5	187	337	1.1093579703	1.99824964644	0.555164852539	-0.8490118610361639
rfx7	3037	5467	11.3267646808	20.379799283	0.555783917372	-0.847404006774066
and1	30	54	1.17029425751	2.10551006401	0.555824584984	-0.8472984462968922
cbln12	10	18	0.354852139416	0.638424691894	0.555824584984	-0.8472984462968922
chrnb4	35	63	0.610832320042	1.09896599853	0.555824584984	-0.8472984462968924
crygm2d1	5	9	0.919448789109	1.65420676586	0.555824584984	-0.8472984462968922
cyp2k20	25	45	0.301857886295	0.543081206642	0.555824584984	-0.8472984462968922
ftr14	10	18	0.330379578077	0.594395402798	0.555824584984	-0.8472984462968922
gna15.2	10	18	0.13511346618	0.243086523753	0.555824584984	-0.8472984462968922
LOC100141478	15	27	0.90253093139	1.62376936136	0.555824584984	-0.8472984462968922
LOC100141478.2	15	27	0.90253093139	1.62376936136	0.555824584984	-0.8472984462968922
LOC101884165	5	9	0.535690248925	0.963775736802	0.555824584984	-0.8472984462968922
LOC108179162	5	9	0.19260156453	0.346515015229	0.555824584984	-0.8472984462968924
LOC108190589	10	18	0.134617703507	0.242194582866	0.555824584984	-0.8472984462968922
LOC560496	10	18	0.329511110401	0.592832917621	0.555824584984	-0.8472984462968922
nitr1c	30	54	2.38134810393	4.28435187695	0.555824584984	-0.8472984462968922
nptxrb.2	10	18	5.35308974727	9.63089775423	0.555824584984	-0.8472984462968922
oprd1b	15	27	0.168069074747	0.302377907144	0.555824584984	-0.8472984462968922
or137.9	5	9	0.420407551421	0.756367319435	0.555824584984	-0.8472984462968922
pthlhb	5	9	0.171479505128	0.308513710549	0.555824584984	-0.8472984462968922
si.dkey.111e8.5	10	18	0.388486110274	0.6989365364	0.555824584984	-0.8472984462968922
si.dkey.266f7.4	10	18	0.192109606511	0.345629919405	0.555824584984	-0.8472984462968922
tmem144b	5	9	0.0956881818691	0.17215536062	0.555824584984	-0.8472984462968922
zgc.77112	40	72	1.78754393224	3.21602170997	0.555824584984	-0.8472984462968922
riok2	218	392	6.08272253271	10.9324455309	0.556391752928	-0.845827059080224
atp1b4	99	178	1.2753070453	2.29186646052	0.55644910699	-0.8456783506287303
ugt5f1	99	178	1.60714012173	2.88820684864	0.55644910699	-0.8456783506287305
sash3	69	124	0.578803575228	1.03966528288	0.55672107625	-0.8449733933506487
myhb	394	708	5.64010257213	10.1301011209	0.556766660552	-0.8448552703685632
cfap73	54	97	1.69507061405	3.04337530244	0.556970615056	-0.8443268797656014
slc22a2	525	943	4.03224184307	7.23916880722	0.557003428218	-0.8442418878635539
zgc.172079	186	334	2.36804560923	4.25023876346	0.557155901355	-0.8438470211079631
cldn10a	44	79	0.989025726767	1.77489124034	0.557231735832	-0.843650669281748
LOC797518	78	140	1.14848297847	2.06038195886	0.557412655227	-0.8431823378246603
pdk2b	34	61	0.397817512799	0.71338596075	0.557646960672	-0.8425760360544893
lrrc9	92	165	0.321361902669	0.576076619494	0.557845765293	-0.8420617979307452
adgrg4a	29	52	0.148805486442	0.266694483266	0.557962371849	-0.8417602627554625
cecr6	29	52	1.84449591334	3.30577115304	0.557962371849	-0.8417602627554621
mybpc3	111	199	0.273965415222	0.490925489758	0.558059055677	-0.841510293935485
kcnv2a	120	215	4.60710021128	8.25039260141	0.558409815612	-0.8406037937228839
wu.fd46c06	24	43	1.07990539203	1.93389400014	0.558409815612	-0.8406037937228839
gsto2	91	163	2.35641001769	4.21877938292	0.558552558407	-0.8402350537743236
LOC107197950	43	77	1.38504033011	2.47898804078	0.558711985425	-0.8398233257347457
chrna3	62	111	0.895539942164	1.60252935073	0.5588290422	-0.8395210957051729
hbbe1.2	19	34	3.67826848915	6.57897877477	0.559094141366	-0.8388368675486962
mturn	19	34	0.381883299849	0.683039351683	0.559094141366	-0.8388368675486959
pld6	19	34	0.379500015412	0.678776591156	0.559094141366	-0.8388368675486962
si.rp71.68n21.12	19	34	0.205243419466	0.367099928761	0.559094141366	-0.8388368675486962
vtnb	19	34	0.211626406225	0.378516587042	0.559094141366	-0.8388368675486962
rbp4l	236	422	15.2162665958	27.1955783562	0.559512520619	-0.837757679087286
si.dkey.28n18.9	99	177	2.00832911233	3.58891107816	0.559592887255	-0.8375504697453302
fkbp8	1379	2465	8.43252540338	15.066072679	0.559702955313	-0.8372667294932357
frmpd1.2	47	84	0.172657963446	0.308430831442	0.559794760591	-0.8370301108430651
LOC108179621	94	168	3.74659545799	6.69280193696	0.559794760591	-0.8370301108430653
LOC795962	47	84	1.39775121179	2.49689941776	0.559794760591	-0.8370301108430651
nhsl1a	141	252	0.314186544717	0.561253099949	0.559794760591	-0.8370301108430651
ponzr1	61	109	0.363668944386	0.649520139058	0.559904031479	-0.8367485269559822
nmnat1.rbp7a	103	184	1.01689732578	1.81571401609	0.560053685087	-0.8363629686157368
actl6b	42	75	0.284876968018	0.508462646913	0.560271181664	-0.8358028074590629
btbd18	14	25	0.405683973526	0.724085026686	0.560271181664	-0.8358028074590629
LOC100538327	14	25	1.80454627813	3.22084436463	0.560271181664	-0.8358028074590629
LOC101884484	14	25	0.450653864022	0.804349534245	0.560271181664	-0.8358028074590629
tmem196	14	25	0.154064343154	0.274981737766	0.560271181664	-0.8358028074590629
zgc.171704	28	50	1.52934314203	2.7296480563	0.560271181664	-0.8358028074590625
cdkn1d	93	166	2.08638768628	3.72228731994	0.560512262207	-0.8351821599808357
rcan1a	1989	3550	13.7318250301	24.4969250524	0.560553008214	-0.8350772881876051
LOC108179111	65	116	1.26111420397	2.24951447609	0.560616176234	-0.83491472184106
slc26a3.2	74	132	0.467011320347	0.832644009743	0.560877535757	-0.834242293471446
or109.2	46	82	3.3314414094	5.93578200538	0.561247263862	-0.8332915883030132
spen	2875	5125	9.40299917285	16.7537550351	0.561247263862	-0.8332915883030132
tm7sf2	92	164	2.51066901572	4.47337417459	0.561247263862	-0.8332915883030132
zgc.92594	23	41	0.471606039212	0.84028211731	0.561247263862	-0.8332915883030132
wu.fl23c11	64	114	0.757375234166	1.34842165866	0.561675370089	-0.8321915539066839
hsd17b3	114	203	0.779529397964	1.38743749582	0.561848299698	-0.8317474427623767
hesx1	127	226	14.2457653848	25.3384618767	0.562219027112	-0.8307958153849643
trim35.20	68	121	3.07444661529	5.46805855361	0.56225561324	-0.8307019357661976
si.dkey.19b23.8	113	201	1.63533441163	2.90746122793	0.562461296447	-0.830174268505683
stap2b	339	603	2.61207855873	4.64401475307	0.562461296447	-0.8301742685056833
cacng2b	9	16	0.120134563589	0.213469184405	0.562772392296	-0.8293765382996301
LOC100536939	9	16	0.806311135845	1.4327482067	0.562772392296	-0.8293765382996298
LOC101883751	9	16	0.247993478125	0.440663901641	0.562772392296	-0.8293765382996298
LOC101884302	27	48	0.228244868565	0.405572255658	0.562772392296	-0.8293765382996298
LOC101886645	36	64	0.234972905855	0.417527421515	0.562772392296	-0.8293765382996301
ndufa4	9	16	0.385477334022	0.684961343695	0.562772392296	-0.8293765382996298
rab8b.2	126	224	2.40980922558	4.28203170334	0.562772392296	-0.8293765382996301
si.dkeyp.93a5.2	36	64	1.64395433769	2.92117090353	0.562772392296	-0.8293765382996301
slc6a3	27	48	0.263401594867	0.468042850844	0.562772392296	-0.8293765382996298
zgc.113307	18	32	0.240889038627	0.428039900188	0.562772392296	-0.8293765382996298
plekhf1	148	263	15.8001629815	28.0637267065	0.563010149961	-0.828767163405295
LOC101883187	67	119	1.00782620672	1.7891532778	0.563297856715	-0.8280301125921135
cryabb	116	206	1.84683862619	3.27814321315	0.563379482256	-0.8278210717975887
laptm4a	1106	1964	15.6359525394	27.7523933594	0.563409156714	-0.8277450838219285
ftr91	115	204	1.98993552494	3.52826401104	0.56399847594	-0.8262368307690626
si.ch211.113e8.3	168	298	1.35355469089	2.39978609815	0.564031390937	-0.8261526374253436
il6	106	188	2.01525696679	3.5724993439	0.564102823484	-0.8259699368563805
per2	1032	1830	2.36013197006	4.18309206285	0.564207513151	-0.825702217490093
sstr2a	194	344	3.85849972871	6.83856421258	0.564226584524	-0.8256534522569126
LOC108183303	44	78	1.05694030079	1.87276000725	0.564375732445	-0.8252721399668933
ogdhl	44	78	0.128743219349	0.228116150196	0.564375732445	-0.8252721399668936
mxb	101	179	0.517653208345	0.916980942262	0.564519047766	-0.824905834254404
LOC101884668	35	62	0.251613638236	0.445499853104	0.564789497645	-0.8242148331838511
si.dkey.264d12.4	118	209	1.4642612592	2.59222439554	0.564866707419	-0.8240176224609839
LOC100002544	74	131	2.45722181467	4.34784127092	0.565159043663	-0.8232711756504429
marveld3	74	131	1.41044283077	2.49565648217	0.565159043663	-0.8232711756504426
fmoda	13	23	0.332678408417	0.588299990412	0.565491099505	-0.822423777657863
LOC103911781	13	23	0.94467810854	1.67054461046	0.565491099505	-0.822423777657863
pimr105	13	23	0.676872164997	1.19696342805	0.565491099505	-0.8224237776578628
trim55b	13	23	0.131452250919	0.232456799116	0.565491099505	-0.822423777657863
LOC561083	251	444	1.38619808703	2.45089263259	0.565589070936	-0.8221738521412763
mgat3b	484	856	12.0836783068	21.3607895086	0.565694367334	-0.8219052888684946
ccna1	69	122	1.37326087735	2.4269092118	0.565847651271	-0.8215144205266594
mylk4a	69	122	0.314861840522	0.556442780694	0.565847651271	-0.8215144205266594
kcnq3	43	76	0.0763751885325	0.134923368271	0.566063458918	-0.8209642984834297
si.ch211.222e20.4	516	912	6.85547254014	12.1107844574	0.566063458918	-0.8209642984834299
bcas3.2	60	106	0.475918019083	0.840381543121	0.566311841304	-0.8203313986966231
nos2a	60	106	0.67348028609	1.18923927944	0.566311841304	-0.8203313986966231
cdc25d	98	173	1.01009583021	1.78226528606	0.566748305151	-0.8192199232634586
rnf6	132	233	2.44167246564	4.30783576995	0.566797945889	-0.819093565037769
acp5b.2	17	30	0.224077372263	0.395239261149	0.566941076684	-0.8187292941001212
ftr22	17	30	0.365205794383	0.644168872927	0.566941076684	-0.8187292941001212
si.ch211.145o7.3	17	30	0.282279608375	0.497899376116	0.566941076684	-0.8187292941001212
fam210ab	329	580	5.96106714099	10.503785674	0.567516067634	-0.8172668560216351
epb41b	97	171	0.379714691202	0.669069941054	0.567526155194	-0.8172412124407126
itgb1b.2	118	208	1.23390858422	2.17397254833	0.567582412743	-0.8170982085211933
si.ch211.114m9.1	198	349	0.195274885005	0.344030043171	0.56760997733	-0.8170281458719849
LOC100002406	101	178	1.30891737845	2.30568834837	0.56769050309	-0.8168234879565451
klhl31	42	74	0.544067905591	0.958131855463	0.567842413849	-0.8164374825921319
si.ch211.161h7.8	21	37	0.581527661978	1.02410043314	0.567842413849	-0.8164374825921319
chrna5	172	303	1.14551285604	2.01699068127	0.567931655152	-0.8162107685127952
LOC110440067	67	118	2.64799318633	4.66137250737	0.568071567365	-0.8158553986460113
