gene	sample1	sample2	sample1_rpkm	sample2_rpkm	sp1_rpkm/sp2_rpkm	log2(sp1_rpkm/sp2_rpkm)
si.dkey.96n2.3	2	17	0.18288367404	1.55375881702	0.117704029761	-3.086764380992282
mss51	47	393	0.831939942247	6.95306694185	0.119650788523	-3.0630981903229113
reep6	4	33	0.0581003560828	0.479095934053	0.121270818542	-3.0436956591003956
tnnc2	6	49	0.1953107404	1.59426568537	0.122508275874	-3.029048883135994
cart2	1	8	0.100214404996	0.801327194889	0.125060531621	-2.9993015397419422
dmc1	2	16	0.0546293161061	0.436822996015	0.125060531621	-2.9993015397419422
LOC110440024	1	8	0.0360291788978	0.288093920845	0.125060531621	-2.9993015397419422
or102.5	1	8	0.0447018787216	0.357441937453	0.125060531621	-2.9993015397419422
pimr212	2	16	0.0581228059885	0.464757387762	0.125060531621	-2.9993015397419422
si.dkeyp.93a5.3	2	16	0.154120719158	1.23236897493	0.125060531621	-2.9993015397419422
zmp.0000001048	2	16	0.0258590032488	0.206771896085	0.125060531621	-2.9993015397419422
adgre10	127	1006	2.00058345178	15.8394710473	0.126303678059	-2.9850314427753037
si.ch211.39i2.2	345	2729	17.6096126756	139.227167212	0.12648115327	-2.983005667350551
mhc1uka	7	55	0.135288802941	1.06246894793	0.127334359469	-2.9733063312089976
dnajb1b	2077	15849	75.8499937079	578.509720272	0.131112738559	-2.931120234170815
ahsa1a	97	737	2.01143048306	15.2753272693	0.13167838879	-2.9249095066498842
bag2	29	218	1.12719194704	8.46927267627	0.133091941909	-2.909504869391297
fjx1	4	30	0.346993822141	2.60119403012	0.133397900396	-2.906192135350461
plac8l1	2	15	0.0336025515242	0.251897154486	0.133397900396	-2.906192135350461
adra1ab	16	119	0.200062273514	1.48724295744	0.134518891156	-2.894119303049886
si.ch211.286c4.6	3	22	0.0656672679998	0.48132688136	0.13642967086	-2.873770657658083
dusp3a	21	153	0.156324949763	1.1383876521	0.137321368055	-2.8643719596558337
zgc.153911	33	233	1.90993463742	13.4787689424	0.141699486472	-2.819093565037769
chata	2	14	0.0218874968204	0.153138320056	0.142926321853	-2.8066564617995464
fbxl13	3	21	0.0334295477958	0.233893570914	0.142926321853	-2.8066564617995464
fbxo16	4	28	0.0846850510335	0.592508433265	0.142926321853	-2.8066564617995464
gck	2	14	0.0225943405029	0.158083830956	0.142926321853	-2.8066564617995464
LOC100006870	3	21	0.130612291084	0.913843506154	0.142926321853	-2.8066564617995464
LOC100329398	1	7	0.0934877699803	0.654097641136	0.142926321853	-2.8066564617995464
LOC108180270	1	7	0.0262333138992	0.183544315415	0.142926321853	-2.8066564617995464
LOC110438895	1	7	0.0892181624545	0.624224854441	0.142926321853	-2.8066564617995464
LOC570021	1	7	0.0215411459113	0.150715037174	0.142926321853	-2.8066564617995464
olfcq19	1	7	0.0319978349071	0.223876431523	0.142926321853	-2.8066564617995464
LOC108191530	7	48	0.195353015452	1.33891516089	0.145903953558	-2.7769091184054946
junba	4	27	0.38544989596	2.60052748457	0.148219889329	-2.7541890419054105
LOC100149932	4	27	0.157592270192	1.06323295008	0.148219889329	-2.7541890419054105
LOC101883703	4	27	0.064725396686	0.43668496164	0.148219889329	-2.7541890419054105
zgc.113293	3	20	0.0851283655338	0.567247745486	0.150072637946	-2.7362671339081484
si.dkey.9l20.3	55	365	0.0990648187037	0.657111952073	0.150757901133	-2.729694479984662
cd28	4	26	0.178754393224	1.16134117304	0.153920654303	-2.6997412578830344
dnase1l1l	2	13	0.0570211606893	0.370458149021	0.153920654303	-2.6997412578830344
en1a	2	13	0.0746139989575	0.48475624857	0.153920654303	-2.6997412578830344
gpr132b	4	26	0.100231099049	0.651186804676	0.153920654303	-2.6997412578830344
htr3a	4	26	0.0372515656014	0.242017978484	0.153920654303	-2.6997412578830344
kcnk13a	6	39	0.147713736725	0.959674563454	0.153920654303	-2.6997412578830344
mhc2dbb	2	13	0.107367467451	0.697550747407	0.153920654303	-2.6997412578830344
zgc.113424	4	26	0.445694287106	2.89561065812	0.153920654303	-2.6997412578830344
dusp5	7	45	0.0911963236868	0.585978319102	0.155630883796	-2.683799714014013
si.ch1073.165f9.2	5	32	0.280323931976	1.79320479989	0.156325664527	-2.67737344485458
LOC101882154	35	222	6.14324826889	38.9468860174	0.157734003847	-2.6644343891470816
LOC101886038	3	19	0.0512103342822	0.324175134349	0.157971197838	-2.662266552464372
LOC110438943	3	19	0.122294164145	0.77415481948	0.157971197838	-2.662266552464372
pimr110	6	38	0.191052271674	1.20941205922	0.157971197838	-2.662266552464372
il2rga	4	25	0.0463906929524	0.289801493718	0.160077480475	-2.643157729516667
uchl1	93	578	3.27770136751	20.3612302333	0.160977570115	-2.63506841113459
LOC103908684	8	49	0.0891718840449	0.545913429575	0.163344367832	-2.6140113838571506
tmprss13b	11	67	0.134523580559	0.818974309029	0.164258608697	-2.6059591115624174
dnajb2	313	1904	1.40808177331	8.56131005915	0.164470363015	-2.6041004561172674
ftr24	13	79	0.320781444337	1.94842063326	0.164636649223	-2.602642569777953
capslb	1	6	0.0300964029408	0.180491014335	0.166747375495	-2.5842640404630983
casq2	2	12	0.0305084315786	0.182961989585	0.166747375495	-2.5842640404630983
cdnf	1	6	0.0339246328142	0.203449275969	0.166747375495	-2.5842640404630983
cdnf.2	1	6	0.0339476014214	0.203587020909	0.166747375495	-2.5842640404630983
cox5b2	13	78	0.872594236804	5.23303130986	0.166747375495	-2.5842640404630983
crispld1b	2	12	0.0178552818444	0.107079837337	0.166747375495	-2.5842640404630983
cryba1b	2	12	0.0337306473592	0.202285926594	0.166747375495	-2.5842640404630983
dnajc12	12	72	0.414670770223	2.48682037118	0.166747375495	-2.5842640404630983
LOC110438073	3	18	0.137497094971	0.824583262931	0.166747375495	-2.5842640404630983
m17	1	6	0.0506300309318	0.303633150335	0.166747375495	-2.5842640404630983
mpeg1.1	2	12	0.085955326799	0.515482336941	0.166747375495	-2.5842640404630988
or133.1	2	12	0.207192592146	1.24255384249	0.166747375495	-2.5842640404630983
shox	2	12	0.0336589442601	0.201855916233	0.166747375495	-2.5842640404630983
si.ch211.271e10.2	4	24	0.162838237508	0.976556524651	0.166747375495	-2.5842640404630983
si.dkey.238d18.10	6	36	0.184002228622	1.10347900874	0.166747375495	-2.5842640404630988
si.dkey.33b17.1	2	12	0.0318521592162	0.191020453075	0.166747375495	-2.5842640404630983
v2ra18	1	6	0.0151101779908	0.090617186303	0.166747375495	-2.5842640404630983
zgc.193726	3	18	0.392746271275	2.35533704869	0.166747375495	-2.5842640404630983
zmp.0000001062	1	6	0.0378324501756	0.2268848314	0.166747375495	-2.5842640404630983
chordc1a	494	2955	4.60028353976	27.5045712345	0.167255235522	-2.5798767232221596
si.ch73.54f23.4	11	65	0.231677407012	1.36834023679	0.169312719734	-2.5622377341330993
isg15	7	41	0.839675241856	4.9157173944	0.170814384654	-2.549498622302422
slco2a1	63	368	0.229880040258	1.3421414103	0.171278554177	-2.5455835722990385
gja5b	13	75	0.116961761151	0.674452785488	0.173417270515	-2.527680512096731
mrc1a	4	23	0.00995198874598	0.0571962378413	0.173997261386	-2.5228634957989553
slc8a4b	14	80	0.0254976935608	0.145630584019	0.17508474427	-2.5138747125717003
si.rp71.77l1.2	97	554	3.13580845135	17.9010002745	0.175175040683	-2.513130863604003
c17h14orf132	83	472	0.318357121084	1.80954012424	0.175932612281	-2.506905157756859
LOC110439321	3	17	0.244191269315	1.38308076515	0.176556044642	-2.5018018802711253
si.zfos.1324h11.5	6	34	0.550323738652	3.11699177317	0.176556044642	-2.5018018802711257
abcb9	11	62	0.146272988055	0.824048702824	0.177505270688	-2.4940662314915203
zgc.172339	8	45	0.281030961043	1.5800340197	0.177863867195	-2.491154636071617
si.ch211.226h8.8	42	235	5.53699957908	30.9658356802	0.178809951595	-2.483501063528182
LOC101883589	12	67	0.0748646618879	0.417792045168	0.179191209487	-2.4804282294785587
c13h10orf71	160	888	1.82122523676	10.1029077009	0.180267432968	-2.471789311204686
LOC100001608	2	11	0.143463826322	0.7886691294	0.181906227813	-2.4587331583792396
LOC101883761	2	11	0.0625324555802	0.343762037903	0.181906227813	-2.4587331583792396
si.ch1073.174d20.1	14	77	0.188498523682	1.03624007791	0.181906227813	-2.4587331583792396
si.ch1073.67j19.1	4	22	0.173297029837	0.952672329696	0.181906227813	-2.4587331583792396
star	2	11	0.0737181190386	0.405253409545	0.181906227813	-2.4587331583792396
tnni2a.4	2	11	0.0265997916708	0.146228042825	0.181906227813	-2.458733158379239
zgc.136683	6	33	0.843486851766	4.6369322365	0.181906227813	-2.4587331583792396
si.dkey.204l11.1.2	75	410	4.01481731045	21.9370448846	0.183015412129	-2.4499629487515073
spag16	13	71	0.757059111373	4.13270617918	0.183187257586	-2.4486089411055323
LOC103908855	3	16	0.15230019092	0.81187453225	0.187590797432	-2.414339039020786
LOC558816	3	16	0.280289109127	1.49415170128	0.187590797432	-2.414339039020786
olfml3b	3	16	0.0469823493696	0.25045124821	0.187590797432	-2.414339039020786
prnpa	3	16	0.130574498176	0.696060254357	0.187590797432	-2.414339039020786
tymp	10	53	0.157000127229	0.831697922125	0.188770613768	-2.4052938994177793
asb15a.2	22	116	0.177794019329	0.937005626882	0.189747013495	-2.3978509162322172
gapdhs	87	457	0.51989108951	2.72960034276	0.19046417945	-2.3924083989512837
nrbf2a	8	42	0.189986513291	0.996946420512	0.190568429137	-2.3916189625207025
rspo4	4	21	0.0329132589898	0.172710973894	0.190568429137	-2.3916189625207025
cbx7a	249	1307	4.42103796656	23.1947783909	0.190604880635	-2.391343033469295
fosab	61	320	4.3425135522	22.7693728259	0.190717310723	-2.390492297066418
casp8	132	691	1.82413233721	9.54443448087	0.191120002015	-2.387449320771747
LOC110438794	5	26	0.0312428492291	0.162384180969	0.192400817879	-2.3778131629956722
LOC100537815	12	62	0.239017725474	1.23432718834	0.193642113478	-2.368535349407661
sln	6	31	0.476018423729	2.45823811349	0.193642113478	-2.368535349407661
zgc.122979	6	31	0.184114837085	0.950799564091	0.193642113478	-2.3685353494076615
im.7152348	7	36	0.138364356542	0.711243697487	0.194538604744	-2.3618716191266502
LOC100535415	7	36	0.186165621161	0.956959783925	0.194538604744	-2.3618716191266502
ptprna	157	795	0.332042995867	1.68055040321	0.197579909077	-2.339491841022033
cd180	2	10	0.128127616608	0.640328002304	0.200096850594	-2.3212296346293044
crygm3	2	10	0.377944276126	1.88880672037	0.200096850594	-2.3212296346293044
cyp2n13	2	10	0.0399951666839	0.1998790414	0.200096850594	-2.3212296346293044
evx2	2	10	0.0682959463783	0.341314449355	0.200096850594	-2.3212296346293044
gig2p	2	10	0.180578417645	0.902455071675	0.200096850594	-2.3212296346293044
ighd	2	10	0.0262699654031	0.131286251258	0.200096850594	-2.321229634629305
LOC100535316	2	10	0.0506385530713	0.253070215353	0.200096850594	-2.3212296346293044
LOC100537001	1	5	0.254952240506	1.27414419442	0.200096850594	-2.3212296346293044
LOC101883165	2	10	0.120772237574	0.603568907832	0.200096850594	-2.3212296346293044
LOC101883690	4	20	0.132093806277	0.660149352101	0.200096850594	-2.3212296346293044
LOC101885545	2	10	0.441119712312	2.20453101087	0.200096850594	-2.3212296346293044
LOC101885964	1	5	0.043625818416	0.218023513546	0.200096850594	-2.3212296346293044
LOC103910902	2	10	0.182219045304	0.910654239498	0.200096850594	-2.3212296346293044
LOC108186460	1	5	0.0280062971324	0.139963707821	0.200096850594	-2.3212296346293044
LOC108192014	5	25	0.237183572845	1.18534385794	0.200096850594	-2.3212296346293044
LOC110440054	2	10	0.0517624989326	0.258687224606	0.200096850594	-2.3212296346293044
LOC799523.2	1	5	0.0340629125675	0.170232127424	0.200096850594	-2.3212296346293044
lrit2	2	10	0.0778984059546	0.389303508392	0.200096850594	-2.3212296346293044
ngb	1	5	0.0239830710935	0.119857314207	0.200096850594	-2.3212296346293044
nptxrb	3	15	0.051262690639	0.25618939272	0.200096850594	-2.3212296346293044
s100a10a	1	5	0.108217138056	0.540823794752	0.200096850594	-2.3212296346293044
si.ch73.248e21.5	1	5	0.0372977490449	0.186398481206	0.200096850594	-2.3212296346293044
si.dkey.197i20.6	1	5	0.0299287349579	0.14957124447	0.200096850594	-2.321229634629305
spam1	2	10	0.0548384330654	0.274059451223	0.200096850594	-2.3212296346293044
tmem41ab.2	1	5	0.00955423157382	0.0477480357409	0.200096850594	-2.3212296346293044
ungb	2	10	0.0612716178812	0.306209806397	0.200096850594	-2.3212296346293044
v2ra17	1	5	0.0136983719059	0.0684587081965	0.200096850594	-2.3212296346293044
sparcl1	17	84	0.0946399323564	0.467406264065	0.202478955958	-2.304156121270363
foxg1d	6	29	0.327122483287	1.58032672464	0.206996741994	-2.272320034148358
LOC100331996	12	58	0.524727285692	2.53495432168	0.206996741994	-2.2723200341483585
camkk1b	29	140	0.252634090175	1.21902253384	0.207243166687	-2.2706035615593367
tmem114	5	24	0.0337193055141	0.161774326769	0.208434219369	-2.262335945575736
trhr2	5	24	0.033075733739	0.158686677452	0.208434219369	-2.262335945575736
prlh2r	4	19	0.537220792494	2.55056364632	0.210628263783	-2.247229053185528
rgl3b	4	19	0.0461558213864	0.219134035278	0.210628263783	-2.247229053185528
si.ch73.380l3.2	4	19	0.0852852285745	0.40490875746	0.210628263783	-2.2472290531855275
wisp2	4	19	0.0591513259529	0.280832804157	0.210628263783	-2.247229053185528
dkk3a	11	52	0.0930828105806	0.439814850188	0.211640899667	-2.240309639245737
hspa4a	4769	22495	21.2539010617	100.204464657	0.212105330181	-2.2371472188139934
si.ch211.132b12.7	28	132	0.258647200513	1.21874662075	0.212223932448	-2.2363407370427915
si.dkeyp.118h3.5	7	33	0.100799612607	0.474968168969	0.212223932448	-2.2363407370427915
gpr20	10	47	0.26510719404	1.24540072299	0.212868989994	-2.2319622965322172
b4galnt2.1	6	28	0.0368485253497	0.171876553234	0.21438948278	-2.2216939610783903
krtt1c19e	3	14	0.0687276067156	0.320573592625	0.21438948278	-2.22169396107839
LOC799156	3	14	0.0404359736286	0.188609875374	0.21438948278	-2.2216939610783903
si.ch211.167j6.3	3	14	0.033787471226	0.157598548156	0.21438948278	-2.2216939610783903
si.dkey.192g7.3	6	28	0.201998865575	0.942205107061	0.21438948278	-2.22169396107839
si.dkey.286h2.3.2	6	28	0.104823569267	0.488939885987	0.21438948278	-2.2216939610783903
snx19a	9	42	0.0454843568433	0.21215759399	0.21438948278	-2.2216939610783903
th2	3	14	0.0415224020698	0.193677420793	0.21438948278	-2.2216939610783903
drgx	26	120	0.590334697261	2.72330291214	0.216771588144	-2.2057524172093683
zgc.66313	329	1516	2.12754307229	9.79876646106	0.217123561496	-2.2034118041777924
LOC110438898	5	23	0.420878069105	1.93510203897	0.217496576733	-2.200935400911593
eva1c.3	20	91	0.692549824578	3.14957651005	0.219886649005	-2.1851680850532764
arr3a	4	18	0.0538085572879	0.242021308258	0.222329833994	-2.1692265411842544
avil	8	36	0.086350069976	0.388387237219	0.222329833994	-2.169226541184255
crygs4	2	9	0.383240310569	1.72374666811	0.222329833994	-2.1692265411842544
eno2	6	27	0.0480734489927	0.216225812475	0.222329833994	-2.1692265411842544
fgl2b	2	9	0.0528259251618	0.237601603945	0.222329833994	-2.169226541184255
krt1.19d	2	9	0.0367869459277	0.16546113163	0.222329833994	-2.1692265411842544
LOC101883531	2	9	0.102958125872	0.463087315014	0.222329833994	-2.1692265411842544
LOC103908970	24	108	0.467027648843	2.10060719452	0.222329833994	-2.1692265411842544
LOC103909974	2	9	0.0420760340974	0.189250508317	0.222329833994	-2.1692265411842544
LOC103910279	2	9	0.0387985096462	0.174508787009	0.222329833994	-2.169226541184255
LOC110437995	6	27	0.265528370518	1.19429932433	0.222329833994	-2.169226541184255
LOC110438837.2	2	9	0.0510423555814	0.229579425597	0.222329833994	-2.1692265411842544
LOC110438920	2	9	0.167321270187	0.752581276123	0.222329833994	-2.1692265411842544
LOC566907	2	9	0.119858025417	0.539100053574	0.222329833994	-2.169226541184255
LOC797974	2	9	0.0737181190386	0.331570971446	0.222329833994	-2.169226541184255
si.ch211.139a5.9	2	9	0.137371526848	0.617872664141	0.222329833994	-2.1692265411842544
si.ch73.199e17.1	2	9	0.0399739096195	0.17979552677	0.222329833994	-2.169226541184255
si.ch73.47f2.1	18	81	0.364560763992	1.63972939413	0.222329833994	-2.1692265411842544
si.dkey.207b20.2	4	18	0.114541650027	0.51518794383	0.222329833994	-2.1692265411842544
creld1	109	488	1.50601438293	6.73925960239	0.223468818799	-2.161854552527902
zgc.172145	11	49	0.190122950808	0.846501405505	0.224598505769	-2.1545797652198533
itgam	7	31	0.048130582497	0.21304655406	0.225915799058	-2.1461429280712134
LOC100535961	7	31	0.501884057811	2.22155360494	0.225915799058	-2.1461429280712134
muc5.1	14	62	0.0486509612017	0.215349972886	0.225915799058	-2.146142928071213
si.dkey.83m22.7	5	22	0.246754957182	1.08519630207	0.227382784766	-2.1368050634918774
zgc.173544	10	44	0.595494148449	2.61890604015	0.227382784766	-2.1368050634918774
ric8a	56	245	0.348213055529	1.52269474848	0.228682114965	-2.1285845566869086
si.ch211.256e16.4	16	70	0.259013038137	1.13263356068	0.228682114965	-2.1285845566869086
ypel2b	37	161	0.232074364533	1.0093483198	0.229924952546	-2.1207650522276094
si.ch211.196f2.3	96	417	0.633049620895	2.74847833196	0.230327310037	-2.11824261246545
aoc1	6	26	0.111026071028	0.480880106836	0.230880981455	-2.1147787571618784
gpr158a	12	52	0.0161698978131	0.0700356422225	0.230880981455	-2.1147787571618784
LOC100002818	3	13	0.294752100389	1.27664088454	0.230880981455	-2.1147787571618784
stpg1	9	39	0.213263452597	0.923694326197	0.230880981455	-2.1147787571618784
tmem130	6	26	0.108594745685	0.470349463177	0.230880981455	-2.1147787571618784
hspbp1	1024	4427	8.75828427952	37.8458571186	0.231419894972	-2.111415197839808
zgc.158464	41	176	2.16093016742	9.27169818838	0.233067354385	-2.1011811537611558
hsp90aa1.1	1116	4783	15.7847440751	67.6181794512	0.233439353192	-2.0988803038990604
hnrnpa3	54	230	0.70743584589	3.01169425505	0.234896302872	-2.0899040885228493
chst15	12	51	0.0390782157299	0.166002029876	0.235408059523	-2.086764380992282
LOC110437934	4	17	0.112380890473	0.477387608143	0.235408059523	-2.086764380992282
qdprb2.4	4	17	0.144116715591	0.612199581796	0.235408059523	-2.086764380992282
zgc.92162	16	68	0.176137964752	0.748224020491	0.235408059523	-2.086764380992282
si.dkey.264b2.3	321	1356	6.52505470667	27.5504411162	0.236840298823	-2.078013515755983
cnr2	10	42	0.47966142187	2.01360287868	0.238210536422	-2.0696908676333403
espnla	10	42	0.235623154603	0.989138256191	0.238210536422	-2.0696908676333403
zp3d.2	5	21	0.0967342906098	0.406087371545	0.238210536422	-2.0696908676333403
LOC570571	55	230	0.485601937219	2.02971611413	0.239246234406	-2.063431877161658
vstm4a	170	702	1.53307612246	6.3276383986	0.242282511403	-2.0452378239088014
f13a1a.1	16	66	0.117758545375	0.485518885709	0.242541637084	-2.0436956591003956
LOC100334068	8	33	0.655432775156	2.70235157574	0.242541637084	-2.0436956591003956
LOC568758	11	45	0.272458429258	1.11406317674	0.244562817393	-2.0317230174343197
eva1c.2	24	98	0.703453570842	2.87104510215	0.245016551748	-2.029048883135994
atp2a1l	1	4	0.00866734784778	0.0346526107614	0.250121063243	-1.999301539741942
cbln14	2	8	0.171812475041	0.68691725844	0.250121063243	-1.9993015397419425
cidec	3	12	0.0479101248216	0.191547741723	0.250121063243	-1.9993015397419425
gnrh3	1	4	0.0474666525397	0.189774711191	0.250121063243	-1.999301539741942
ifit15	1	4	0.075135775174	0.30039763225	0.250121063243	-1.9993015397419425
LOC100333196	2	8	0.0762208370399	0.304735778953	0.250121063243	-1.999301539741942
LOC100535756	9	36	0.157674865721	0.630394192625	0.250121063243	-1.9993015397419425
LOC100537744	5	20	0.1648277689	0.658991956788	0.250121063243	-1.9993015397419425
LOC101883522	2	8	0.287064545607	1.14770240413	0.250121063243	-1.9993015397419425
LOC101885494	4	16	0.290249535742	1.16043619829	0.250121063243	-1.999301539741942
LOC103911277	3	12	0.0729730701318	0.291750999239	0.250121063243	-1.999301539741942
LOC103911450	1	4	0.0309573619877	0.123769512197	0.250121063243	-1.999301539741942
LOC108182779	2	8	0.0416450226739	0.166499462836	0.250121063243	-1.9993015397419425
LOC110438420	1	4	0.122793323999	0.490935558991	0.250121063243	-1.9993015397419425
LOC110438495	1	4	0.0326507102015	0.130539626604	0.250121063243	-1.999301539741942
LOC566055	14	56	0.54233981627	2.16830925488	0.250121063243	-1.999301539741942
LOC568754	3	12	0.100258934836	0.400841630592	0.250121063243	-1.999301539741942
opn1mw1	2	8	0.154994149303	0.619676517016	0.250121063243	-1.999301539741942
or125.3	2	8	0.323835999781	1.29471702856	0.250121063243	-1.999301539741942
p2ry10.2	2	8	0.0242283678664	0.0968665635442	0.250121063243	-1.9993015397419425
p4htm	6	24	0.0849840801685	0.339771785178	0.250121063243	-1.9993015397419425
phlda3	98	392	5.45975501705	21.8284495766	0.250121063243	-1.999301539741942
