number	gene	sample1	sample2	sample1_rpkm	sample2_rpkm	rpkm_ratio	LogFC	DEGs
1	hsp70l	15	14715	0.81958856828	803.62722661	0.00101986162382	9.93741086596118	Strongly upregulated
2	hsp70.3	81	57363	3.63164458234	2570.63205486	0.00141274383297	9.46728439323502	Strongly upregulated
3	hsp70.1	205	83253	3.20412234925	1300.60333966	0.00246356614007	8.66503608004361	Strongly upregulated
4	si.dkey.4p15.3	99	9879	0.929689122733	92.7268022601	0.0100261100358	6.64009421697884	Strongly upregulated
5	hsp90aa1.2	608	59341	6.52235542106	636.275916105	0.0102508286986	6.60811564481437	Strongly upregulated
6	lim2.3	4	341	0.0890992577511	7.59203525765	0.0117358856654	6.41292946876611	Strongly upregulated
7	bdkrb1	2	80	0.278817093417	11.1472856305	0.0250121063243	5.3212296346293	Strongly upregulated
8	mlf1	57	1627	0.586219325051	16.7248630732	0.0350507697722	4.83441006124973	Strongly upregulated
9	dnai2a	2	50	0.0397836080133	0.994108800192	0.0400193701188	4.64315772951667	Strongly upregulated
10	LOC101882698	3	66	0.0761244037947	1.67392627971	0.0454765569532	4.45873315837924	Strongly upregulated
11	rtn4rl2b	2	42	0.113184215123	2.37571806905	0.0476421072843	4.3916189625207	Strongly upregulated
12	hsph1	142	2592	0.87037605271	15.8797378561	0.0548104799081	4.18940442312188	Strongly upregulated
13	cd247	1	17	0.105116577148	1.7861168791	0.0588520148807	4.08676438099228	Strongly upregulated
14	gzmk	2	33	0.0990594809999	1.63369031711	0.060635409271	4.0436956591004	Strongly upregulated
15	LOC103909982	83	1353	2.79244267894	45.4981474425	0.0613748654816	4.02620823237155	Strongly upregulated
16	c1ql3b	1	16	0.056934830393	0.910516366032	0.0625302658107	3.99930153974194	Strongly upregulated
17	si.ch73.52p7.1	1	16	0.0188758717403	0.301867767481	0.0625302658107	3.99930153974194	Strongly upregulated
18	myl4	3	47	0.0841599152732	1.31786715819	0.0638606969982	3.96892789069842	Strongly upregulated
19	ccl20a.4	1	15	0.0311367878076	0.466825755354	0.0666989501981	3.90619213535046	Strongly upregulated
20	LOC101882921	2	30	0.0416738667124	0.624805436796	0.0666989501981	3.90619213535046	Strongly upregulated
21	LOC110438894	1	15	0.0334940596523	0.502167718574	0.0666989501981	3.90619213535046	Strongly upregulated
22	pdcd4b.2	550	7951	2.71163559633	39.1814165125	0.0692071864085	3.85293433605101	Strongly upregulated
23	dnaja	840	11908	13.5471566843	191.954119215	0.0705749724971	3.82469952831386	Strongly upregulated
24	crp3	1	14	0.0320046429571	0.447848129612	0.0714631609265	3.80665646179955	Strongly upregulated
25	LOC101883854	1	14	0.0672727289348	0.941362347574	0.0714631609265	3.80665646179955	Strongly upregulated
26	LOC110438973	1	14	0.0806551323851	1.12862531323	0.0714631609265	3.80665646179955	Strongly upregulated
27	igsf10	3	39	0.0263712871491	0.342660798428	0.0769603271516	3.69974125788303	Strongly upregulated
28	si.dkey.23f9.9	1	13	0.0776571099113	1.00905379155	0.0769603271516	3.69974125788303	Strongly upregulated
29	spata18	2	25	0.0285674336527	0.356920081049	0.0800387402377	3.64315772951667	Strongly upregulated
30	bdkrb2	4	49	0.509041698471	6.23274258216	0.081672183916	3.61401138385715	Strongly upregulated
31	b4galnt2.2	2	24	0.0265598696739	0.318564170441	0.0833736877476	3.5842640404631	Strongly upregulated
32	LOC100006104	1	12	0.0322171389801	0.386418543434	0.0833736877476	3.5842640404631	Strongly upregulated
33	LOC103909442	2	24	0.198445675328	2.38019548719	0.0833736877476	3.5842640404631	Strongly upregulated
34	LOC108179236	1	12	0.106757857983	1.28047422235	0.0833736877476	3.5842640404631	Strongly upregulated
35	LOC110440224	1	12	0.190890636927	2.28957890773	0.0833736877476	3.5842640404631	Strongly upregulated
36	tlx1	7	83	0.244758891978	2.90073645749	0.0843781900096	3.56698604903126	Strongly upregulated
37	hspa4l	40	468	0.167409723601	1.95774572194	0.0855114746129	3.54773816443798	Strongly upregulated
38	ccr12b.2	2	22	0.0904792913674	0.994790474798	0.0909531139065	3.45873315837924	Strongly upregulated
39	LOC110438623	1	11	0.0484918832683	0.533152535252	0.0909531139065	3.45873315837924	Strongly upregulated
40	si.ch73.290k24.6	1	11	0.0149346526905	0.164201664451	0.0909531139065	3.45873315837924	Strongly upregulated
41	si.dkeyp.34c12.4	1	11	0.0499077046776	0.548719032632	0.0909531139065	3.45873315837924	Strongly upregulated
42	LOC101883222	3	32	0.0959935047213	1.02343511553	0.0937953987161	3.41433903902079	Strongly upregulated
43	pdcd4b	475	5046	2.30366151024	24.4603149791	0.0941795521525	3.40844232749993	Strongly upregulated
44	itln4	1	10	0.0543431437494	0.543168406579	0.100048425297	3.3212296346293	Strongly upregulated
45	itln4.2	1	10	0.060144670891	0.601155597525	0.100048425297	3.3212296346293	Strongly upregulated
46	LOC110437838	1	10	0.0339552645369	0.339388295578	0.100048425297	3.3212296346293	Strongly upregulated
47	LOC110438418	1	10	0.142715201042	1.42646124233	0.100048425297	3.3212296346293	Strongly upregulated
48	phox2bb	1	10	0.0481195847403	0.480962939671	0.100048425297	3.3212296346293	Strongly upregulated
49	pimr100	1	10	0.0387785052586	0.387597357414	0.100048425297	3.3212296346293	Strongly upregulated
50	si.ch211.145b13.6	2	20	0.137497094971	1.37430543822	0.100048425297	3.3212296346293	Strongly upregulated
51	si.dkey.35i13.1	1	10	0.0499077046776	0.498835484211	0.100048425297	3.3212296346293	Strongly upregulated
52	si.dkey.4p15.5	3	30	0.0683528424258	0.683197583798	0.100048425297	3.3212296346293	Strongly upregulated
53	LOC110438754	4	39	0.22713751891	2.21351890627	0.102613769536	3.28470375860419	Strongly upregulated
54	p2ry13	8	77	0.145704634361	1.40172831462	0.103946415893	3.26608808043684	Strongly upregulated
55	si.dkey.204l11.1	346	3290	2.97643545561	28.2882454052	0.105218100768	3.24854518072782	Strongly upregulated
56	mchr1a	2	19	0.15217179757	1.44493236413	0.105314131892	3.24722905318553	Strongly upregulated
57	mchr1a.2	2	19	0.15217179757	1.44493236413	0.105314131892	3.24722905318553	Strongly upregulated
58	nitr3a	2	19	0.078549254255	0.745856732084	0.105314131892	3.24722905318553	Strongly upregulated
59	bbc3	115	1057	1.04763260164	9.62444941816	0.108851172272	3.19957115018025	Strongly upregulated
60	rln3a	17	154	0.799365730625	7.23780815909	0.110443066886	3.1786252391865	Strongly upregulated
61	dusp13a	1	9	0.0187792536702	0.168931477462	0.111164916997	3.16922654118425	Strongly upregulated
62	ftr61	2	18	0.0703398746309	0.63275245942	0.111164916997	3.16922654118425	Strongly upregulated
63	lgi2b	2	18	0.0576439248508	0.51854421708	0.111164916997	3.16922654118425	Strongly upregulated
64	LOC101885027	1	9	0.0404903962041	0.364237182899	0.111164916997	3.16922654118425	Strongly upregulated
65	LOC103909155	1	9	0.0167024008326	0.150248849042	0.111164916997	3.16922654118425	Strongly upregulated
66	LOC110437877	2	18	0.0767850035213	0.690730543374	0.111164916997	3.16922654118425	Strongly upregulated
67	LOC110438832	1	9	0.141640133614	1.27414419442	0.111164916997	3.16922654118425	Strongly upregulated
68	zgc.64022	1	9	0.0747251971675	0.672201259051	0.111164916997	3.16922654118425	Strongly upregulated
69	pglyrp6	37	328	0.653547136007	5.79080283005	0.112859504146	3.14740017873108	Strongly upregulated
70	si.ch73.233f7.1	6	52	0.065609983381	0.568344633392	0.115440490727	3.11477875716188	Strongly upregulated
71	hpx	2	17	0.0448284374604	0.38085728714	0.117704029761	3.08676438099228	Strongly upregulated
72	LOC110440082	2	17	0.103099261068	0.875919552433	0.117704029761	3.08676438099228	Strongly upregulated
73	LOC567924	2	17	0.0370908203423	0.315119375416	0.117704029761	3.08676438099228	Strongly upregulated
74	rcvrn2	4	34	0.0618828846645	0.525749923686	0.117704029761	3.08676438099228	Strongly upregulated
75	si.dkey.220k22.3	2	17	0.0807417186786	0.685972424584	0.117704029761	3.08676438099228	Strongly upregulated
76	si.dkey.96n2.3	2	17	0.18288367404	1.55375881702	0.117704029761	3.08676438099228	Strongly upregulated
77	mss51	47	393	0.831939942247	6.95306694185	0.119650788523	3.06309819032291	Strongly upregulated
78	reep6	4	33	0.0581003560828	0.479095934053	0.121270818542	3.0436956591004	Strongly upregulated
79	tnnc2	6	49	0.1953107404	1.59426568537	0.122508275874	3.02904888313599	Strongly upregulated
80	cart2	1	8	0.100214404996	0.801327194889	0.125060531621	2.99930153974194	Upregulated
81	dmc1	2	16	0.0546293161061	0.436822996015	0.125060531621	2.99930153974194	Upregulated
82	LOC110440024	1	8	0.0360291788978	0.288093920845	0.125060531621	2.99930153974194	Upregulated
83	or102.5	1	8	0.0447018787216	0.357441937453	0.125060531621	2.99930153974194	Upregulated
84	pimr212	2	16	0.0581228059885	0.464757387762	0.125060531621	2.99930153974194	Upregulated
85	si.dkeyp.93a5.3	2	16	0.154120719158	1.23236897493	0.125060531621	2.99930153974194	Upregulated
86	zmp.0000001048	2	16	0.0258590032488	0.206771896085	0.125060531621	2.99930153974194	Upregulated
87	adgre10	127	1006	2.00058345178	15.8394710473	0.126303678059	2.9850314427753	Upregulated
88	si.ch211.39i2.2	345	2729	17.6096126756	139.227167212	0.12648115327	2.98300566735055	Upregulated
89	mhc1uka	7	55	0.135288802941	1.06246894793	0.127334359469	2.973306331209	Upregulated
90	dnajb1b	2077	15849	75.8499937079	578.509720272	0.131112738559	2.93112023417082	Upregulated
91	ahsa1a	97	737	2.01143048306	15.2753272693	0.13167838879	2.92490950664988	Upregulated
92	bag2	29	218	1.12719194704	8.46927267627	0.133091941909	2.9095048693913	Upregulated
93	fjx1	4	30	0.346993822141	2.60119403012	0.133397900396	2.90619213535046	Upregulated
94	plac8l1	2	15	0.0336025515242	0.251897154486	0.133397900396	2.90619213535046	Upregulated
95	adra1ab	16	119	0.200062273514	1.48724295744	0.134518891156	2.89411930304989	Upregulated
96	si.ch211.286c4.6	3	22	0.0656672679998	0.48132688136	0.13642967086	2.87377065765808	Upregulated
97	dusp3a	21	153	0.156324949763	1.1383876521	0.137321368055	2.86437195965583	Upregulated
98	zgc.153911	33	233	1.90993463742	13.4787689424	0.141699486472	2.81909356503777	Upregulated
99	chata	2	14	0.0218874968204	0.153138320056	0.142926321853	2.80665646179955	Upregulated
100	fbxl13	3	21	0.0334295477958	0.233893570914	0.142926321853	2.80665646179955	Upregulated
101	fbxo16	4	28	0.0846850510335	0.592508433265	0.142926321853	2.80665646179955	Upregulated
102	gck	2	14	0.0225943405029	0.158083830956	0.142926321853	2.80665646179955	Upregulated
103	LOC100006870	3	21	0.130612291084	0.913843506154	0.142926321853	2.80665646179955	Upregulated
104	LOC100329398	1	7	0.0934877699803	0.654097641136	0.142926321853	2.80665646179955	Upregulated
105	LOC108180270	1	7	0.0262333138992	0.183544315415	0.142926321853	2.80665646179955	Upregulated
106	LOC110438895	1	7	0.0892181624545	0.624224854441	0.142926321853	2.80665646179955	Upregulated
107	LOC570021	1	7	0.0215411459113	0.150715037174	0.142926321853	2.80665646179955	Upregulated
108	olfcq19	1	7	0.0319978349071	0.223876431523	0.142926321853	2.80665646179955	Upregulated
109	LOC108191530	7	48	0.195353015452	1.33891516089	0.145903953558	2.77690911840549	Upregulated
110	junba	4	27	0.38544989596	2.60052748457	0.148219889329	2.75418904190541	Upregulated
111	LOC100149932	4	27	0.157592270192	1.06323295008	0.148219889329	2.75418904190541	Upregulated
112	LOC101883703	4	27	0.064725396686	0.43668496164	0.148219889329	2.75418904190541	Upregulated
113	zgc.113293	3	20	0.0851283655338	0.567247745486	0.150072637946	2.73626713390815	Upregulated
114	si.dkey.9l20.3	55	365	0.0990648187037	0.657111952073	0.150757901133	2.72969447998466	Upregulated
115	cd28	4	26	0.178754393224	1.16134117304	0.153920654303	2.69974125788303	Upregulated
116	dnase1l1l	2	13	0.0570211606893	0.370458149021	0.153920654303	2.69974125788303	Upregulated
117	en1a	2	13	0.0746139989575	0.48475624857	0.153920654303	2.69974125788303	Upregulated
118	gpr132b	4	26	0.100231099049	0.651186804676	0.153920654303	2.69974125788303	Upregulated
119	htr3a	4	26	0.0372515656014	0.242017978484	0.153920654303	2.69974125788303	Upregulated
120	kcnk13a	6	39	0.147713736725	0.959674563454	0.153920654303	2.69974125788303	Upregulated
121	mhc2dbb	2	13	0.107367467451	0.697550747407	0.153920654303	2.69974125788303	Upregulated
122	zgc.113424	4	26	0.445694287106	2.89561065812	0.153920654303	2.69974125788303	Upregulated
123	dusp5	7	45	0.0911963236868	0.585978319102	0.155630883796	2.68379971401401	Upregulated
124	si.ch1073.165f9.2	5	32	0.280323931976	1.79320479989	0.156325664527	2.67737344485458	Upregulated
125	LOC101882154	35	222	6.14324826889	38.9468860174	0.157734003847	2.66443438914708	Upregulated
126	LOC101886038	3	19	0.0512103342822	0.324175134349	0.157971197838	2.66226655246437	Upregulated
127	LOC110438943	3	19	0.122294164145	0.77415481948	0.157971197838	2.66226655246437	Upregulated
128	pimr110	6	38	0.191052271674	1.20941205922	0.157971197838	2.66226655246437	Upregulated
129	il2rga	4	25	0.0463906929524	0.289801493718	0.160077480475	2.64315772951667	Upregulated
130	uchl1	93	578	3.27770136751	20.3612302333	0.160977570115	2.63506841113459	Upregulated
131	LOC103908684	8	49	0.0891718840449	0.545913429575	0.163344367832	2.61401138385715	Upregulated
132	tmprss13b	11	67	0.134523580559	0.818974309029	0.164258608697	2.60595911156242	Upregulated
133	dnajb2	313	1904	1.40808177331	8.56131005915	0.164470363015	2.60410045611727	Upregulated
134	ftr24	13	79	0.320781444337	1.94842063326	0.164636649223	2.60264256977795	Upregulated
135	capslb	1	6	0.0300964029408	0.180491014335	0.166747375495	2.5842640404631	Upregulated
136	casq2	2	12	0.0305084315786	0.182961989585	0.166747375495	2.5842640404631	Upregulated
137	cdnf	1	6	0.0339246328142	0.203449275969	0.166747375495	2.5842640404631	Upregulated
138	cdnf.2	1	6	0.0339476014214	0.203587020909	0.166747375495	2.5842640404631	Upregulated
139	cox5b2	13	78	0.872594236804	5.23303130986	0.166747375495	2.5842640404631	Upregulated
140	crispld1b	2	12	0.0178552818444	0.107079837337	0.166747375495	2.5842640404631	Upregulated
141	cryba1b	2	12	0.0337306473592	0.202285926594	0.166747375495	2.5842640404631	Upregulated
142	dnajc12	12	72	0.414670770223	2.48682037118	0.166747375495	2.5842640404631	Upregulated
143	LOC110438073	3	18	0.137497094971	0.824583262931	0.166747375495	2.5842640404631	Upregulated
144	m17	1	6	0.0506300309318	0.303633150335	0.166747375495	2.5842640404631	Upregulated
145	mpeg1.1	2	12	0.085955326799	0.515482336941	0.166747375495	2.5842640404631	Upregulated
146	or133.1	2	12	0.207192592146	1.24255384249	0.166747375495	2.5842640404631	Upregulated
147	shox	2	12	0.0336589442601	0.201855916233	0.166747375495	2.5842640404631	Upregulated
148	si.ch211.271e10.2	4	24	0.162838237508	0.976556524651	0.166747375495	2.5842640404631	Upregulated
149	si.dkey.238d18.10	6	36	0.184002228622	1.10347900874	0.166747375495	2.5842640404631	Upregulated
150	si.dkey.33b17.1	2	12	0.0318521592162	0.191020453075	0.166747375495	2.5842640404631	Upregulated
151	v2ra18	1	6	0.0151101779908	0.090617186303	0.166747375495	2.5842640404631	Upregulated
152	zgc.193726	3	18	0.392746271275	2.35533704869	0.166747375495	2.5842640404631	Upregulated
153	zmp.0000001062	1	6	0.0378324501756	0.2268848314	0.166747375495	2.5842640404631	Upregulated
154	chordc1a	494	2955	4.60028353976	27.5045712345	0.167255235522	2.57987672322216	Upregulated
155	si.ch73.54f23.4	11	65	0.231677407012	1.36834023679	0.169312719734	2.5622377341331	Upregulated
156	isg15	7	41	0.839675241856	4.9157173944	0.170814384654	2.54949862230242	Upregulated
157	slco2a1	63	368	0.229880040258	1.3421414103	0.171278554177	2.54558357229904	Upregulated
158	gja5b	13	75	0.116961761151	0.674452785488	0.173417270515	2.52768051209673	Upregulated
159	mrc1a	4	23	0.00995198874598	0.0571962378413	0.173997261386	2.52286349579896	Upregulated
160	slc8a4b	14	80	0.0254976935608	0.145630584019	0.17508474427	2.5138747125717	Upregulated
161	si.rp71.77l1.2	97	554	3.13580845135	17.9010002745	0.175175040683	2.513130863604	Upregulated
162	c17h14orf132	83	472	0.318357121084	1.80954012424	0.175932612281	2.50690515775686	Upregulated
163	LOC110439321	3	17	0.244191269315	1.38308076515	0.176556044642	2.50180188027113	Upregulated
164	si.zfos.1324h11.5	6	34	0.550323738652	3.11699177317	0.176556044642	2.50180188027113	Upregulated
165	abcb9	11	62	0.146272988055	0.824048702824	0.177505270688	2.49406623149152	Upregulated
166	zgc.172339	8	45	0.281030961043	1.5800340197	0.177863867195	2.49115463607162	Upregulated
167	si.ch211.226h8.8	42	235	5.53699957908	30.9658356802	0.178809951595	2.48350106352818	Upregulated
168	LOC101883589	12	67	0.0748646618879	0.417792045168	0.179191209487	2.48042822947856	Upregulated
169	c13h10orf71	160	888	1.82122523676	10.1029077009	0.180267432968	2.47178931120469	Upregulated
170	LOC100001608	2	11	0.143463826322	0.7886691294	0.181906227813	2.45873315837924	Upregulated
171	LOC101883761	2	11	0.0625324555802	0.343762037903	0.181906227813	2.45873315837924	Upregulated
172	si.ch1073.174d20.1	14	77	0.188498523682	1.03624007791	0.181906227813	2.45873315837924	Upregulated
173	si.ch1073.67j19.1	4	22	0.173297029837	0.952672329696	0.181906227813	2.45873315837924	Upregulated
174	star	2	11	0.0737181190386	0.405253409545	0.181906227813	2.45873315837924	Upregulated
175	tnni2a.4	2	11	0.0265997916708	0.146228042825	0.181906227813	2.45873315837924	Upregulated
176	zgc.136683	6	33	0.843486851766	4.6369322365	0.181906227813	2.45873315837924	Upregulated
177	si.dkey.204l11.1.2	75	410	4.01481731045	21.9370448846	0.183015412129	2.44996294875151	Upregulated
178	spag16	13	71	0.757059111373	4.13270617918	0.183187257586	2.44860894110553	Upregulated
179	LOC103908855	3	16	0.15230019092	0.81187453225	0.187590797432	2.41433903902079	Upregulated
180	LOC558816	3	16	0.280289109127	1.49415170128	0.187590797432	2.41433903902079	Upregulated
181	olfml3b	3	16	0.0469823493696	0.25045124821	0.187590797432	2.41433903902079	Upregulated
182	prnpa	3	16	0.130574498176	0.696060254357	0.187590797432	2.41433903902079	Upregulated
183	tymp	10	53	0.157000127229	0.831697922125	0.188770613768	2.40529389941778	Upregulated
184	asb15a.2	22	116	0.177794019329	0.937005626882	0.189747013495	2.39785091623222	Upregulated
185	gapdhs	87	457	0.51989108951	2.72960034276	0.19046417945	2.39240839895128	Upregulated
186	nrbf2a	8	42	0.189986513291	0.996946420512	0.190568429137	2.3916189625207	Upregulated
187	rspo4	4	21	0.0329132589898	0.172710973894	0.190568429137	2.3916189625207	Upregulated
188	cbx7a	249	1307	4.42103796656	23.1947783909	0.190604880635	2.39134303346929	Upregulated
189	fosab	61	320	4.3425135522	22.7693728259	0.190717310723	2.39049229706642	Upregulated
190	casp8	132	691	1.82413233721	9.54443448087	0.191120002015	2.38744932077175	Upregulated
191	LOC110438794	5	26	0.0312428492291	0.162384180969	0.192400817879	2.37781316299567	Upregulated
192	LOC100537815	12	62	0.239017725474	1.23432718834	0.193642113478	2.36853534940766	Upregulated
193	sln	6	31	0.476018423729	2.45823811349	0.193642113478	2.36853534940766	Upregulated
194	zgc.122979	6	31	0.184114837085	0.950799564091	0.193642113478	2.36853534940766	Upregulated
195	im.7152348	7	36	0.138364356542	0.711243697487	0.194538604744	2.36187161912665	Upregulated
196	LOC100535415	7	36	0.186165621161	0.956959783925	0.194538604744	2.36187161912665	Upregulated
197	ptprna	157	795	0.332042995867	1.68055040321	0.197579909077	2.33949184102203	Upregulated
198	cd180	2	10	0.128127616608	0.640328002304	0.200096850594	2.3212296346293	Upregulated
199	crygm3	2	10	0.377944276126	1.88880672037	0.200096850594	2.3212296346293	Upregulated
200	cyp2n13	2	10	0.0399951666839	0.1998790414	0.200096850594	2.3212296346293	Upregulated
201	evx2	2	10	0.0682959463783	0.341314449355	0.200096850594	2.3212296346293	Upregulated
202	gig2p	2	10	0.180578417645	0.902455071675	0.200096850594	2.3212296346293	Upregulated
203	ighd	2	10	0.0262699654031	0.131286251258	0.200096850594	2.3212296346293	Upregulated
204	LOC100535316	2	10	0.0506385530713	0.253070215353	0.200096850594	2.3212296346293	Upregulated
205	LOC100537001	1	5	0.254952240506	1.27414419442	0.200096850594	2.3212296346293	Upregulated
206	LOC101883165	2	10	0.120772237574	0.603568907832	0.200096850594	2.3212296346293	Upregulated
207	LOC101883690	4	20	0.132093806277	0.660149352101	0.200096850594	2.3212296346293	Upregulated
208	LOC101885545	2	10	0.441119712312	2.20453101087	0.200096850594	2.3212296346293	Upregulated
209	LOC101885964	1	5	0.043625818416	0.218023513546	0.200096850594	2.3212296346293	Upregulated
210	LOC103910902	2	10	0.182219045304	0.910654239498	0.200096850594	2.3212296346293	Upregulated
211	LOC108186460	1	5	0.0280062971324	0.139963707821	0.200096850594	2.3212296346293	Upregulated
212	LOC108192014	5	25	0.237183572845	1.18534385794	0.200096850594	2.3212296346293	Upregulated
213	LOC110440054	2	10	0.0517624989326	0.258687224606	0.200096850594	2.3212296346293	Upregulated
214	LOC799523.2	1	5	0.0340629125675	0.170232127424	0.200096850594	2.3212296346293	Upregulated
215	lrit2	2	10	0.0778984059546	0.389303508392	0.200096850594	2.3212296346293	Upregulated
216	ngb	1	5	0.0239830710935	0.119857314207	0.200096850594	2.3212296346293	Upregulated
217	nptxrb	3	15	0.051262690639	0.25618939272	0.200096850594	2.3212296346293	Upregulated
218	s100a10a	1	5	0.108217138056	0.540823794752	0.200096850594	2.3212296346293	Upregulated
219	si.ch73.248e21.5	1	5	0.0372977490449	0.186398481206	0.200096850594	2.3212296346293	Upregulated
220	si.dkey.197i20.6	1	5	0.0299287349579	0.14957124447	0.200096850594	2.3212296346293	Upregulated
221	spam1	2	10	0.0548384330654	0.274059451223	0.200096850594	2.3212296346293	Upregulated
222	tmem41ab.2	1	5	0.00955423157382	0.0477480357409	0.200096850594	2.3212296346293	Upregulated
223	ungb	2	10	0.0612716178812	0.306209806397	0.200096850594	2.3212296346293	Upregulated
224	v2ra17	1	5	0.0136983719059	0.0684587081965	0.200096850594	2.3212296346293	Upregulated
225	sparcl1	17	84	0.0946399323564	0.467406264065	0.202478955958	2.30415612127036	Upregulated
226	foxg1d	6	29	0.327122483287	1.58032672464	0.206996741994	2.27232003414836	Upregulated
227	LOC100331996	12	58	0.524727285692	2.53495432168	0.206996741994	2.27232003414836	Upregulated
228	camkk1b	29	140	0.252634090175	1.21902253384	0.207243166687	2.27060356155934	Upregulated
229	tmem114	5	24	0.0337193055141	0.161774326769	0.208434219369	2.26233594557574	Upregulated
230	trhr2	5	24	0.033075733739	0.158686677452	0.208434219369	2.26233594557574	Upregulated
231	prlh2r	4	19	0.537220792494	2.55056364632	0.210628263783	2.24722905318553	Upregulated
232	rgl3b	4	19	0.0461558213864	0.219134035278	0.210628263783	2.24722905318553	Upregulated
233	si.ch73.380l3.2	4	19	0.0852852285745	0.40490875746	0.210628263783	2.24722905318553	Upregulated
234	wisp2	4	19	0.0591513259529	0.280832804157	0.210628263783	2.24722905318553	Upregulated
235	dkk3a	11	52	0.0930828105806	0.439814850188	0.211640899667	2.24030963924574	Upregulated
236	hspa4a	4769	22495	21.2539010617	100.204464657	0.212105330181	2.23714721881399	Upregulated
237	si.ch211.132b12.7	28	132	0.258647200513	1.21874662075	0.212223932448	2.23634073704279	Upregulated
238	si.dkeyp.118h3.5	7	33	0.100799612607	0.474968168969	0.212223932448	2.23634073704279	Upregulated
239	gpr20	10	47	0.26510719404	1.24540072299	0.212868989994	2.23196229653222	Upregulated
240	b4galnt2.1	6	28	0.0368485253497	0.171876553234	0.21438948278	2.22169396107839	Upregulated
241	krtt1c19e	3	14	0.0687276067156	0.320573592625	0.21438948278	2.22169396107839	Upregulated
242	LOC799156	3	14	0.0404359736286	0.188609875374	0.21438948278	2.22169396107839	Upregulated
243	si.ch211.167j6.3	3	14	0.033787471226	0.157598548156	0.21438948278	2.22169396107839	Upregulated
244	si.dkey.192g7.3	6	28	0.201998865575	0.942205107061	0.21438948278	2.22169396107839	Upregulated
245	si.dkey.286h2.3.2	6	28	0.104823569267	0.488939885987	0.21438948278	2.22169396107839	Upregulated
246	snx19a	9	42	0.0454843568433	0.21215759399	0.21438948278	2.22169396107839	Upregulated
247	th2	3	14	0.0415224020698	0.193677420793	0.21438948278	2.22169396107839	Upregulated
248	drgx	26	120	0.590334697261	2.72330291214	0.216771588144	2.20575241720937	Upregulated
249	zgc.66313	329	1516	2.12754307229	9.79876646106	0.217123561496	2.20341180417779	Upregulated
250	LOC110438898	5	23	0.420878069105	1.93510203897	0.217496576733	2.20093540091159	Upregulated
251	eva1c.3	20	91	0.692549824578	3.14957651005	0.219886649005	2.18516808505328	Upregulated
252	arr3a	4	18	0.0538085572879	0.242021308258	0.222329833994	2.16922654118425	Upregulated
253	avil	8	36	0.086350069976	0.388387237219	0.222329833994	2.16922654118425	Upregulated
254	crygs4	2	9	0.383240310569	1.72374666811	0.222329833994	2.16922654118425	Upregulated
255	eno2	6	27	0.0480734489927	0.216225812475	0.222329833994	2.16922654118425	Upregulated
256	fgl2b	2	9	0.0528259251618	0.237601603945	0.222329833994	2.16922654118425	Upregulated
257	krt1.19d	2	9	0.0367869459277	0.16546113163	0.222329833994	2.16922654118425	Upregulated
258	LOC101883531	2	9	0.102958125872	0.463087315014	0.222329833994	2.16922654118425	Upregulated
259	LOC103908970	24	108	0.467027648843	2.10060719452	0.222329833994	2.16922654118425	Upregulated
260	LOC103909974	2	9	0.0420760340974	0.189250508317	0.222329833994	2.16922654118425	Upregulated
261	LOC103910279	2	9	0.0387985096462	0.174508787009	0.222329833994	2.16922654118425	Upregulated
262	LOC110437995	6	27	0.265528370518	1.19429932433	0.222329833994	2.16922654118425	Upregulated
263	LOC110438837.2	2	9	0.0510423555814	0.229579425597	0.222329833994	2.16922654118425	Upregulated
264	LOC110438920	2	9	0.167321270187	0.752581276123	0.222329833994	2.16922654118425	Upregulated
265	LOC566907	2	9	0.119858025417	0.539100053574	0.222329833994	2.16922654118425	Upregulated
266	LOC797974	2	9	0.0737181190386	0.331570971446	0.222329833994	2.16922654118425	Upregulated
267	si.ch211.139a5.9	2	9	0.137371526848	0.617872664141	0.222329833994	2.16922654118425	Upregulated
268	si.ch73.199e17.1	2	9	0.0399739096195	0.17979552677	0.222329833994	2.16922654118425	Upregulated
269	si.ch73.47f2.1	18	81	0.364560763992	1.63972939413	0.222329833994	2.16922654118425	Upregulated
270	si.dkey.207b20.2	4	18	0.114541650027	0.51518794383	0.222329833994	2.16922654118425	Upregulated
271	creld1	109	488	1.50601438293	6.73925960239	0.223468818799	2.1618545525279	Upregulated
272	zgc.172145	11	49	0.190122950808	0.846501405505	0.224598505769	2.15457976521985	Upregulated
273	itgam	7	31	0.048130582497	0.21304655406	0.225915799058	2.14614292807121	Upregulated
274	LOC100535961	7	31	0.501884057811	2.22155360494	0.225915799058	2.14614292807121	Upregulated
275	muc5.1	14	62	0.0486509612017	0.215349972886	0.225915799058	2.14614292807121	Upregulated
276	si.dkey.83m22.7	5	22	0.246754957182	1.08519630207	0.227382784766	2.13680506349188	Upregulated
277	zgc.173544	10	44	0.595494148449	2.61890604015	0.227382784766	2.13680506349188	Upregulated
278	ric8a	56	245	0.348213055529	1.52269474848	0.228682114965	2.12858455668691	Upregulated
279	si.ch211.256e16.4	16	70	0.259013038137	1.13263356068	0.228682114965	2.12858455668691	Upregulated
280	ypel2b	37	161	0.232074364533	1.0093483198	0.229924952546	2.12076505222761	Upregulated
281	si.ch211.196f2.3	96	417	0.633049620895	2.74847833196	0.230327310037	2.11824261246545	Upregulated
